flight_id,departure_time,airline,origin_airport,destination_airport,origin_lat,origin_lon,dest_lat,dest_lon,flight_class,distance_km,scheduled_duration_min,actual_duration_min,delay_min,ticket_price_usd,passengers,on_time,cancellation_reason
FL6649,2023-03-10 - 14:11:40,Emirates,ORD,LHR,41.9742,-87.9073,51.47,-0.4543,Economy,2936.0,606,,,264.75,176,Yes,
FL9006,2023-03-12 - 02:36:53,Emirates,LAX,SYD,33.9425,-118.4081,-33.9399,151.1753,Economy,14175.0,730,519.0,16.0,361.86,177,Early,Crew
FL4586,2023-08-21 - 04:17:44,Emirates,ORD,JFK,41.9742,-87.9073,40.6413,-73.7781,Economy,1794.0,135,784.0,21.0,378.02,123,Early,
FL3978,2024-04-18 - 03:49:43,Delta,SIN,CDG,1.3644,103.9915,49.0097,2.5479,Economy,11468.0,219,109.0,4.0,,123,Yes,
FL6123,2023-07-02 - 16:59:45,Ryanair,LHR,ORD,51.47,-0.4543,41.9742,-87.9073,Economy,14217.0,486,643.0,0.0,532.29,284,No,
FL4754,2023-02-19 - 11:17:58,Ryanair,FRA,ORD,50.0379,8.5622,41.9742,-87.9073,Economy,7508.0,482,805.0,17.0,1697.53,81,Yes,
FL4784,2023-08-01 - 18:07:00,Lufthansa,LHR,DXB,51.47,-0.4543,25.2532,55.3657,First,10631.0,804,289.0,38.0,585.56,90,Yes,
FL2931,2023-07-24 - 13:26:50,American,FRA,SIN,50.0379,8.5622,1.3644,103.9915,Economy,3878.0,717,559.0,75.0,92.79,339,Yes,
FL2885,2023-03-22 - 17:33:23,United,FRA,CDG,50.0379,8.5622,49.0097,2.5479,Business,2801.0,676,,0.0,298.27,192,No,
FL9965,2023-02-14 - 22:02:20,Emirates,JFK,DXB,40.6413,-73.7781,25.2532,55.3657,Economy,3718.0,448,575.0,0.0,140.76,255,Yes,Weather
FL9276,2023-06-09 - 15:24:30,British Airways,LHR,SYD,51.47,-0.4543,-33.9399,151.1753,Economy,14372.0,842,,0.0,203.97,302,Yes,
FL3559,2024-03-27 - 07:22:38,Ryanair,JFK,CDG,40.6413,-73.7781,49.0097,2.5479,Economy,5660.0,681,908.0,7.0,139.31,339,No,
FL5427,2023-06-20 - 06:21:00,Ryanair,DXB,FRA,25.2532,55.3657,50.0379,8.5622,Economy,5741.0,305,214.0,0.0,1027.11,391,No,
FL7587,2023-08-02 - 23:15:10,American,ORD,DXB,41.9742,-87.9073,25.2532,55.3657,Business,4752.0,234,340.0,7.0,1203.01,105,Yes,
FL2420,2024-03-13 - 15:35:43,United,DXB,LAX,25.2532,55.3657,33.9425,-118.4081,Economy,1908.0,539,763.0,24.0,1834.53,275,Early,
FL6052,2023-04-03 - 20:55:05,Delta,NRT,SIN,35.772,140.3929,1.3644,103.9915,Business,7132.0,98,406.0,0.0,339.58,392,Yes,
FL4423,2023-02-28 - 06:32:13,British Airways,LAX,CDG,33.9425,-118.4081,49.0097,2.5479,Business,7491.0,98,876.0,0.0,413.56,224,Yes,
FL1202,2023-07-30 - 15:07:42,United,SYD,LHR,-33.9399,151.1753,51.47,-0.4543,Business,9116.0,162,429.0,0.0,338.57,148,Yes,
FL6094,2023-04-04 - 18:46:13,Air France,LAX,SIN,33.9425,-118.4081,1.3644,103.9915,Economy,2942.0,638,,0.0,276.84,280,No,
FL7682,2024-03-20 - 15:07:42,United,SIN,ORD,1.3644,103.9915,41.9742,-87.9073,Economy,7887.0,662,683.0,19.0,640.66,346,Yes,
FL9026,2023-01-20 - 02:53:41,Ryanair,LHR,NRT,51.47,-0.4543,35.772,140.3929,Economy,12491.0,402,482.0,0.0,369.75,158,No,
FL1289,2023-10-27 - 20:38:17,United,LHR,CDG,51.47,-0.4543,49.0097,2.5479,Economy,11084.0,402,92.0,3.0,98.78,255,Yes,
FL8516,2023-06-18 - 03:21:42,Emirates,SYD,LAX,-33.9399,151.1753,33.9425,-118.4081,Economy,1675.0,99,854.0,3.0,925.04,151,Yes,
FL9674,2023-12-20 - 06:37:49,Emirates,FRA,DXB,50.0379,8.5622,25.2532,55.3657,Economy,8721.0,112,,37.0,248.17,157,No,
FL2797,2024-05-30 - 08:18:40,American,SIN,LHR,1.3644,103.9915,51.47,-0.4543,Economy,6116.0,143,800.0,0.0,356.88,205,Yes,Weather
FL7083,2023-06-22 - 02:03:16,American,LHR,FRA,51.47,-0.4543,50.0379,8.5622,First,670.0,586,337.0,32.0,254.93,402,Yes,
FL7037,2023-08-23 - 21:51:07,Lufthansa,NRT,DXB,35.772,140.3929,25.2532,55.3657,First,8489.0,825,451.0,15.0,511.58,110,No,
FL6614,2023-11-19 - 14:56:29,American,LHR,SYD,51.47,-0.4543,-33.9399,151.1753,Business,3258.0,673,534.0,0.0,111.41,185,No,
FL1637,2023-09-12 - 15:18:54,British Airways,DXB,LHR,25.2532,55.3657,51.47,-0.4543,Business,8037.0,689,205.0,,358.66,207,Early,
FL3795,2023-10-04 - 04:28:56,Lufthansa,CDG,ORD,49.0097,2.5479,41.9742,-87.9073,First,7857.0,92,342.0,0.0,144.02,318,Yes,
FL7867,2024-01-09 - 00:05:36,Air France,SIN,FRA,1.3644,103.9915,50.0379,8.5622,Economy,1084.0,551,544.0,13.0,670.78,120,Yes,
FL8103,2024-01-14 - 11:12:22,Air France,JFK,SYD,40.6413,-73.7781,-33.9399,151.1753,Business,8905.0,800,573.0,54.0,887.08,350,Yes,
FL9136,2023-12-19 - 23:20:46,Emirates,LAX,ORD,33.9425,-118.4081,41.9742,-87.9073,Economy,12366.0,208,,58.0,1765.97,404,Yes,
FL1082,2023-06-12 - 08:57:53,Delta,LAX,SYD,33.9425,-118.4081,-33.9399,151.1753,Economy,7285.0,177,,0.0,780.83,388,Yes,
FL5939,2023-11-21 - 03:21:42,Ryanair,JFK,NRT,40.6413,-73.7781,35.772,140.3929,Economy,11112.0,450,643.0,93.0,497.57,214,No,
FL4157,2024-05-10 - 07:33:51,American,DXB,JFK,25.2532,55.3657,40.6413,-73.7781,Economy,3953.0,836,651.0,0.0,286.73,403,No,
FL8587,2023-09-03 - 20:04:40,Air France,FRA,JFK,50.0379,8.5622,40.6413,-73.7781,Business,2197.0,60,80.0,31.0,372.44,254,No,
FL7302,2023-03-08 - 03:55:19,Delta,SYD,ORD,-33.9399,151.1753,41.9742,-87.9073,Economy,10193.0,598,875.0,50.0,1573.51,389,Yes,
FL5510,2023-11-02 - 15:02:06,Delta,NRT,LHR,35.772,140.3929,51.47,-0.4543,First,4998.0,67,196.0,27.0,280.31,266,Yes,
FL7780,2023-03-28 - 19:14:14,Air France,ORD,LHR,41.9742,-87.9073,51.47,-0.4543,Business,6328.0,841,664.0,0.0,,228,Yes,
FL4330,2024-03-22 - 03:32:55,Emirates,LAX,FRA,33.9425,-118.4081,50.0379,8.5622,Economy,11429.0,399,739.0,0.0,294.04,324,Yes,
FL8468,2024-04-03 - 21:28:42,Delta,NRT,LAX,35.772,140.3929,33.9425,-118.4081,Economy,9580.0,65,690.0,,594.31,314,No,
FL1416,2023-07-25 - 18:35:01,Lufthansa,CDG,FRA,49.0097,2.5479,50.0379,8.5622,Business,4817.0,724,912.0,48.0,100.38,329,Yes,
FL7771,2024-03-31 - 13:21:14,American,JFK,SIN,40.6413,-73.7781,1.3644,103.9915,Economy,7442.0,317,699.0,9.0,634.19,336,No,
FL2336,2024-03-17 - 21:34:19,Emirates,JFK,SYD,40.6413,-73.7781,-33.9399,151.1753,Economy,8412.0,123,416.0,12.0,181.81,304,No,
FL4581,2023-10-01 - 10:55:33,Ryanair,LAX,CDG,33.9425,-118.4081,49.0097,2.5479,Economy,9496.0,710,708.0,,746.38,389,No,Technical
FL4948,2024-02-16 - 05:52:59,British Airways,DXB,LHR,25.2532,55.3657,51.47,-0.4543,Economy,4208.0,110,930.0,0.0,355.14,360,Yes,
FL1411,2023-08-04 - 11:40:23,Delta,SYD,SIN,-33.9399,151.1753,1.3644,103.9915,Economy,10374.0,678,719.0,12.0,1100.91,240,No,
FL1715,2023-02-19 - 04:00:56,American,FRA,SIN,50.0379,8.5622,1.3644,103.9915,Economy,12252.0,251,220.0,34.0,428.19,89,Yes,
FL4211,2024-05-14 - 06:15:24,Air France,DXB,JFK,25.2532,55.3657,40.6413,-73.7781,Economy,1211.0,307,124.0,0.0,433.53,140,Yes,
FL7827,2023-10-02 - 23:20:46,American,JFK,LHR,40.6413,-73.7781,51.47,-0.4543,Economy,6074.0,572,291.0,32.0,75.01,223,Yes,
FL2255,2023-07-17 - 06:37:49,British Airways,NRT,ORD,35.772,140.3929,41.9742,-87.9073,Economy,9402.0,448,482.0,31.0,1502.81,168,Yes,
FL6067,2023-10-03 - 06:37:49,United,LAX,FRA,33.9425,-118.4081,50.0379,8.5622,First,4131.0,474,912.0,,72.89,400,Yes,
FL6883,2023-11-26 - 21:45:31,Air France,LHR,SYD,51.47,-0.4543,-33.9399,151.1753,Economy,6336.0,498,348.0,0.0,1053.44,195,Yes,Operational
FL5416,2024-01-29 - 22:41:33,British Airways,FRA,ORD,50.0379,8.5622,41.9742,-87.9073,Economy,13187.0,312,,34.0,871.44,381,Yes,
FL5238,2024-05-13 - 22:58:21,Emirates,CDG,LAX,49.0097,2.5479,33.9425,-118.4081,Economy,9145.0,705,348.0,67.0,1896.32,262,No,
FL7366,2023-05-30 - 15:02:06,Ryanair,SIN,NRT,1.3644,103.9915,35.772,140.3929,Economy,10165.0,523,257.0,19.0,367.7,181,Yes,
FL1262,2024-01-01 - 09:59:31,Air France,SIN,SYD,1.3644,103.9915,-33.9399,151.1753,Economy,2700.0,750,75.0,,309.52,187,Yes,
FL5333,2023-03-26 - 01:40:51,Ryanair,ORD,LAX,41.9742,-87.9073,33.9425,-118.4081,Business,13512.0,514,627.0,31.0,264.08,97,No,
FL7806,2023-04-08 - 17:27:46,British Airways,SYD,DXB,-33.9399,151.1753,25.2532,55.3657,Economy,14318.0,840,897.0,0.0,445.76,325,No,
FL2285,2023-04-19 - 15:41:19,United,DXB,LHR,25.2532,55.3657,51.47,-0.4543,Economy,9520.0,677,455.0,,206.19,178,Yes,
FL8292,2024-04-07 - 05:36:11,United,LAX,NRT,33.9425,-118.4081,35.772,140.3929,Economy,12353.0,282,289.0,16.0,2241.66,323,Early,
FL1034,2023-03-13 - 15:02:06,Ryanair,ORD,LHR,41.9742,-87.9073,51.47,-0.4543,Business,6883.0,99,618.0,0.0,293.26,322,Early,
FL6891,2024-06-01 - 18:35:01,American,SYD,LAX,-33.9399,151.1753,33.9425,-118.4081,Economy,4340.0,605,249.0,0.0,278.25,144,Yes,
FL1906,2023-11-16 - 21:23:06,Ryanair,LAX,NRT,33.9425,-118.4081,35.772,140.3929,Business,11555.0,303,,24.0,257.32,175,Yes,
FL9773,2023-03-05 - 03:04:54,British Airways,LHR,SIN,51.47,-0.4543,1.3644,103.9915,Economy,13939.0,737,,34.0,482.15,289,No,
FL5694,2024-01-19 - 22:19:08,Delta,FRA,JFK,50.0379,8.5622,40.6413,-73.7781,Economy,5831.0,791,746.0,13.0,294.51,317,No,
FL7979,2024-03-09 - 16:54:09,Air France,LHR,FRA,51.47,-0.4543,50.0379,8.5622,First,5429.0,167,688.0,0.0,917.63,319,Early,
FL7774,2023-01-18 - 14:28:28,Emirates,JFK,DXB,40.6413,-73.7781,25.2532,55.3657,Business,4858.0,725,791.0,31.0,349.75,189,Yes,
FL6004,2024-03-16 - 23:43:11,British Airways,NRT,SYD,35.772,140.3929,-33.9399,151.1753,Business,3038.0,334,767.0,76.0,252.51,158,Yes,
FL2780,2024-03-14 - 20:43:53,Air France,FRA,NRT,50.0379,8.5622,35.772,140.3929,Economy,10501.0,747,940.0,9.0,422.7,377,Yes,
FL6215,2023-04-21 - 04:06:32,American,LHR,JFK,51.47,-0.4543,40.6413,-73.7781,Economy,4758.0,520,,58.0,830.52,174,Yes,
FL7929,2023-12-19 - 01:29:38,Air France,ORD,FRA,41.9742,-87.9073,50.0379,8.5622,Economy,14989.0,750,170.0,0.0,307.22,322,Early,
FL7168,2023-06-22 - 23:54:23,British Airways,DXB,SIN,25.2532,55.3657,1.3644,103.9915,Economy,2304.0,170,,17.0,579.29,151,Yes,
FL1833,2023-11-09 - 14:34:05,United,DXB,SYD,25.2532,55.3657,-33.9399,151.1753,Economy,6149.0,808,211.0,0.0,446.28,129,Yes,
FL3412,2024-03-21 - 20:15:52,American,LHR,DXB,51.47,-0.4543,25.2532,55.3657,Economy,5734.0,437,,21.0,239.71,100,Yes,
FL8251,2023-12-06 - 00:16:48,American,SIN,JFK,1.3644,103.9915,40.6413,-73.7781,Economy,1609.0,356,,0.0,642.59,406,Yes,
FL8215,2023-09-13 - 20:27:04,United,CDG,DXB,49.0097,2.5479,25.2532,55.3657,Economy,6112.0,513,631.0,31.0,161.77,94,Yes,
FL5547,2024-04-27 - 20:55:05,Ryanair,SIN,FRA,1.3644,103.9915,50.0379,8.5622,Economy,4418.0,374,452.0,6.0,251.89,366,No,
FL5622,2023-07-30 - 07:50:39,American,SIN,DXB,1.3644,103.9915,25.2532,55.3657,Economy,9021.0,471,143.0,4.0,,344,Yes,
FL6881,2023-02-05 - 19:31:03,British Airways,NRT,SIN,35.772,140.3929,1.3644,103.9915,Economy,7876.0,79,666.0,,171.34,170,Early,
FL5466,2023-12-14 - 19:31:03,British Airways,CDG,SIN,49.0097,2.5479,1.3644,103.9915,Economy,11808.0,818,142.0,0.0,534.39,210,Yes,
FL5122,2023-09-04 - 17:55:47,Ryanair,ORD,JFK,41.9742,-87.9073,40.6413,-73.7781,Economy,13119.0,189,831.0,0.0,694.75,170,Yes,
FL8116,2023-06-08 - 10:16:20,Lufthansa,FRA,SIN,50.0379,8.5622,1.3644,103.9915,Economy,13662.0,285,279.0,0.0,431.17,354,No,
FL8003,2023-06-05 - 16:42:57,Lufthansa,FRA,CDG,50.0379,8.5622,49.0097,2.5479,Business,9914.0,538,102.0,17.0,679.69,256,Early,
FL3014,2023-01-25 - 14:00:28,British Airways,SIN,FRA,1.3644,103.9915,50.0379,8.5622,Business,14498.0,772,368.0,,347.97,97,Yes,
FL4581,2024-05-16 - 23:48:47,Emirates,ORD,CDG,41.9742,-87.9073,49.0097,2.5479,Economy,3417.0,129,216.0,55.0,275.15,356,Yes,
FL6051,2023-09-18 - 16:59:45,Air France,CDG,NRT,49.0097,2.5479,35.772,140.3929,Economy,3115.0,240,728.0,22.0,,269,No,
FL6954,2023-04-26 - 07:56:15,United,DXB,CDG,25.2532,55.3657,49.0097,2.5479,Economy,14325.0,738,286.0,64.0,458.99,373,No,
FL5970,2024-04-15 - 02:59:17,American,LHR,JFK,51.47,-0.4543,40.6413,-73.7781,Economy,9817.0,377,158.0,5.0,687.22,91,Yes,
FL3950,2023-01-26 - 11:51:35,British Airways,FRA,JFK,50.0379,8.5622,40.6413,-73.7781,Economy,8836.0,722,89.0,0.0,764.16,324,Yes,
FL6175,2024-04-12 - 02:08:52,American,SIN,FRA,1.3644,103.9915,50.0379,8.5622,Economy,1915.0,597,658.0,27.0,129.2,279,Yes,
FL6616,2023-04-10 - 20:27:04,United,SYD,DXB,-33.9399,151.1753,25.2532,55.3657,Economy,13150.0,217,157.0,0.0,379.29,208,Early,
FL5034,2023-10-13 - 21:34:19,United,DXB,LHR,25.2532,55.3657,51.47,-0.4543,Economy,9889.0,765,821.0,19.0,551.78,144,No,
FL7922,2024-05-06 - 08:52:17,American,JFK,LAX,40.6413,-73.7781,33.9425,-118.4081,Economy,2851.0,734,752.0,0.0,461.75,145,Early,
FL9327,2023-09-03 - 12:47:37,Lufthansa,ORD,FRA,41.9742,-87.9073,50.0379,8.5622,Economy,14259.0,246,563.0,0.0,413.0,130,Yes,
FL6874,2023-12-13 - 14:22:52,Ryanair,LHR,SIN,51.47,-0.4543,1.3644,103.9915,Economy,1508.0,230,592.0,0.0,446.96,402,Yes,
FL5796,2024-05-17 - 07:05:50,Emirates,FRA,SYD,50.0379,8.5622,-33.9399,151.1753,Economy,8258.0,252,786.0,15.0,298.55,83,Early,
FL1918,2023-05-17 - 21:06:18,Air France,LHR,LAX,51.47,-0.4543,33.9425,-118.4081,Business,2781.0,839,166.0,21.0,481.96,89,No,
FL3208,2023-05-29 - 17:10:58,British Airways,LAX,ORD,33.9425,-118.4081,41.9742,-87.9073,Economy,2978.0,879,328.0,2.0,1338.85,355,Yes,
FL4630,2024-02-15 - 15:18:54,American,LHR,ORD,51.47,-0.4543,41.9742,-87.9073,Economy,10798.0,596,225.0,1.0,1351.34,276,No,
FL5640,2023-03-29 - 02:31:17,Emirates,LAX,JFK,33.9425,-118.4081,40.6413,-73.7781,Economy,10303.0,61,425.0,19.0,710.01,161,No,Technical
FL9274,2024-04-09 - 23:09:34,British Airways,LAX,JFK,33.9425,-118.4081,40.6413,-73.7781,Economy,2178.0,899,245.0,0.0,226.04,301,No,
FL7635,2023-10-03 - 21:11:54,United,ORD,LAX,41.9742,-87.9073,33.9425,-118.4081,Business,8887.0,741,552.0,15.0,293.54,176,Yes,
FL8562,2024-06-13 - 00:05:36,Delta,FRA,SIN,50.0379,8.5622,1.3644,103.9915,Business,13039.0,462,670.0,3.0,141.7,320,No,
FL9080,2024-06-20 - 14:11:40,Ryanair,SIN,NRT,1.3644,103.9915,35.772,140.3929,Business,1167.0,385,65.0,80.0,242.3,270,Yes,
FL2153,2023-07-01 - 19:08:38,Lufthansa,SYD,ORD,-33.9399,151.1753,41.9742,-87.9073,Business,11549.0,455,713.0,62.0,568.82,181,No,
FL8874,2023-07-25 - 11:17:58,Delta,FRA,LHR,50.0379,8.5622,51.47,-0.4543,Economy,7235.0,835,410.0,2.0,563.01,222,No,
FL2360,2024-06-16 - 15:30:07,American,ORD,DXB,41.9742,-87.9073,25.2532,55.3657,Economy,11959.0,526,888.0,0.0,800.19,113,Yes,
FL1674,2023-08-26 - 08:07:28,Air France,JFK,LHR,40.6413,-73.7781,51.47,-0.4543,Economy,9078.0,242,633.0,0.0,645.98,300,No,
FL6825,2024-06-24 - 05:36:11,Delta,FRA,SIN,50.0379,8.5622,1.3644,103.9915,Economy,8887.0,169,662.0,0.0,481.09,230,Yes,
FL9015,2024-04-04 - 12:02:48,Emirates,SYD,FRA,-33.9399,151.1753,50.0379,8.5622,Business,7043.0,459,,0.0,,324,Yes,
FL4573,2023-04-10 - 05:52:59,Ryanair,JFK,FRA,40.6413,-73.7781,50.0379,8.5622,Economy,1671.0,171,191.0,0.0,875.95,369,Yes,
FL3794,2023-09-27 - 04:56:57,Ryanair,CDG,JFK,49.0097,2.5479,40.6413,-73.7781,Economy,9871.0,387,,0.0,199.53,323,Yes,Operational
FL4031,2024-05-09 - 09:42:43,Lufthansa,LHR,NRT,51.47,-0.4543,35.772,140.3929,Business,5645.0,202,809.0,9.0,403.71,87,Yes,
FL1163,2023-10-20 - 13:49:15,United,SYD,LHR,-33.9399,151.1753,51.47,-0.4543,Economy,3645.0,300,746.0,44.0,1364.43,119,Yes,
FL8504,2023-10-21 - 04:23:20,Air France,DXB,LHR,25.2532,55.3657,51.47,-0.4543,Economy,9767.0,747,126.0,0.0,471.4,384,No,
FL8559,2023-08-15 - 09:53:55,United,FRA,CDG,50.0379,8.5622,49.0097,2.5479,Economy,14466.0,895,292.0,73.0,407.12,382,Early,Crew
FL9692,2023-02-23 - 17:16:34,Emirates,SYD,LAX,-33.9399,151.1753,33.9425,-118.4081,Economy,9625.0,265,590.0,10.0,279.89,380,Yes,
FL1434,2023-08-03 - 06:32:13,British Airways,SYD,LAX,-33.9399,151.1753,33.9425,-118.4081,Economy,8446.0,228,917.0,88.0,810.22,337,No,
FL6290,2023-07-01 - 11:51:35,Ryanair,LHR,ORD,51.47,-0.4543,41.9742,-87.9073,Economy,13260.0,768,136.0,4.0,108.73,173,Yes,Operational
FL8395,2023-01-27 - 02:25:40,Emirates,ORD,LHR,41.9742,-87.9073,51.47,-0.4543,Economy,7850.0,804,705.0,17.0,457.44,333,Yes,
FL4581,2024-01-26 - 00:00:00,British Airways,CDG,JFK,49.0097,2.5479,40.6413,-73.7781,Economy,4879.0,712,595.0,13.0,238.88,301,Early,
FL1398,2024-06-09 - 08:41:05,Delta,LAX,JFK,33.9425,-118.4081,40.6413,-73.7781,Economy,6746.0,671,593.0,1.0,126.48,339,No,
FL9580,2023-05-19 - 16:48:33,Air France,CDG,ORD,49.0097,2.5479,41.9742,-87.9073,Business,10606.0,447,79.0,0.0,114.17,164,No,
FL7821,2023-01-17 - 09:20:18,Emirates,JFK,NRT,40.6413,-73.7781,35.772,140.3929,Economy,2311.0,575,261.0,31.0,180.45,347,Yes,
FL4700,2024-02-21 - 16:59:45,Ryanair,LAX,FRA,33.9425,-118.4081,50.0379,8.5622,First,3459.0,153,346.0,,225.07,320,Yes,
FL9156,2023-03-09 - 01:46:27,Delta,LAX,SIN,33.9425,-118.4081,1.3644,103.9915,Economy,11329.0,475,458.0,14.0,903.47,418,Yes,
FL1827,2023-02-04 - 07:05:50,Lufthansa,LHR,FRA,51.47,-0.4543,50.0379,8.5622,Economy,6350.0,315,,0.0,136.64,146,No,
FL1093,2024-05-20 - 07:56:15,Delta,JFK,SYD,40.6413,-73.7781,-33.9399,151.1753,Business,5964.0,404,318.0,5.0,,246,Yes,
FL6657,2024-03-27 - 21:56:43,Emirates,NRT,LHR,35.772,140.3929,51.47,-0.4543,Economy,11962.0,219,915.0,8.0,610.7,177,Yes,Operational
FL1245,2023-09-14 - 03:44:07,Emirates,ORD,JFK,41.9742,-87.9073,40.6413,-73.7781,Economy,6180.0,704,326.0,66.0,340.12,166,Yes,
FL3827,2023-02-22 - 19:25:26,Lufthansa,ORD,SIN,41.9742,-87.9073,1.3644,103.9915,Economy,13657.0,874,,60.0,383.02,196,Yes,
FL1928,2023-09-21 - 03:16:06,American,SYD,LHR,-33.9399,151.1753,51.47,-0.4543,Economy,6827.0,893,883.0,0.0,211.28,294,Yes,
FL6645,2023-06-28 - 18:18:12,United,SIN,CDG,1.3644,103.9915,49.0097,2.5479,Economy,8944.0,201,337.0,39.0,1893.0,305,No,
FL5114,2024-03-09 - 09:37:07,Air France,NRT,SIN,35.772,140.3929,1.3644,103.9915,Economy,6812.0,75,812.0,86.0,73.26,302,Yes,
FL5151,2023-01-06 - 11:06:46,American,DXB,LAX,25.2532,55.3657,33.9425,-118.4081,First,10184.0,563,634.0,,780.94,357,No,
FL8053,2023-05-09 - 09:09:06,British Airways,ORD,DXB,41.9742,-87.9073,25.2532,55.3657,Economy,4215.0,743,849.0,,233.02,126,No,
FL1205,2024-01-07 - 18:57:25,American,SIN,ORD,1.3644,103.9915,41.9742,-87.9073,Economy,1607.0,264,872.0,6.0,486.01,195,Yes,Crew
FL4799,2023-03-28 - 11:57:11,American,FRA,NRT,50.0379,8.5622,35.772,140.3929,Economy,1652.0,815,393.0,2.0,325.63,257,Yes,
FL2475,2024-03-16 - 16:26:08,Ryanair,LHR,ORD,51.47,-0.4543,41.9742,-87.9073,First,1084.0,651,492.0,,405.05,104,No,
FL3829,2023-05-10 - 21:34:19,British Airways,DXB,NRT,25.2532,55.3657,35.772,140.3929,Business,14280.0,486,319.0,11.0,474.03,93,Yes,
FL9535,2024-02-24 - 03:16:06,Air France,SIN,SYD,1.3644,103.9915,-33.9399,151.1753,Economy,13220.0,187,,0.0,,177,Yes,
FL9357,2024-02-16 - 13:10:02,British Airways,NRT,JFK,35.772,140.3929,40.6413,-73.7781,Economy,5345.0,863,86.0,2.0,426.55,165,Yes,
FL5256,2023-01-10 - 09:48:19,Emirates,SIN,DXB,1.3644,103.9915,25.2532,55.3657,Economy,1746.0,775,,,740.49,147,No,
FL1135,2024-05-19 - 02:48:05,Emirates,SIN,ORD,1.3644,103.9915,41.9742,-87.9073,Business,7031.0,382,133.0,0.0,220.26,339,Early,
FL8997,2024-06-19 - 23:37:35,United,ORD,DXB,41.9742,-87.9073,25.2532,55.3657,Economy,13682.0,595,600.0,0.0,222.37,234,Early,
FL7192,2023-03-06 - 22:47:09,Lufthansa,JFK,LAX,40.6413,-73.7781,33.9425,-118.4081,Economy,3382.0,368,605.0,0.0,560.22,142,Yes,
FL6079,2024-05-18 - 12:14:00,Lufthansa,DXB,FRA,25.2532,55.3657,50.0379,8.5622,Business,10164.0,116,127.0,8.0,901.32,319,Yes,
FL9387,2023-04-09 - 22:35:57,Emirates,CDG,SYD,49.0097,2.5479,-33.9399,151.1753,Economy,12932.0,524,69.0,24.0,71.09,329,Yes,
FL7787,2023-06-19 - 23:03:58,Delta,DXB,LAX,25.2532,55.3657,33.9425,-118.4081,Economy,9757.0,175,,,1249.01,392,Yes,
FL5873,2024-05-28 - 05:19:22,Emirates,CDG,LAX,49.0097,2.5479,33.9425,-118.4081,Economy,9993.0,239,792.0,1.0,568.25,379,Yes,
FL2274,2023-09-10 - 12:19:36,Delta,SIN,CDG,1.3644,103.9915,49.0097,2.5479,Economy,14212.0,390,254.0,0.0,728.94,267,Yes,
FL1565,2024-01-07 - 04:23:20,Ryanair,LAX,FRA,33.9425,-118.4081,50.0379,8.5622,Economy,12187.0,794,708.0,45.0,80.4,158,Yes,
FL7678,2023-04-14 - 11:51:35,American,LHR,FRA,51.47,-0.4543,50.0379,8.5622,Economy,9862.0,538,95.0,0.0,393.76,398,Yes,
FL5991,2023-02-14 - 14:45:17,British Airways,FRA,SYD,50.0379,8.5622,-33.9399,151.1753,Business,14021.0,805,489.0,0.0,401.01,143,No,
FL9604,2023-04-20 - 06:15:24,American,FRA,CDG,50.0379,8.5622,49.0097,2.5479,Business,9332.0,99,422.0,117.0,370.86,313,Early,
FL7296,2023-01-26 - 04:34:33,United,FRA,CDG,50.0379,8.5622,49.0097,2.5479,Economy,4241.0,276,,3.0,374.78,400,No,
FL9309,2023-01-15 - 13:38:03,American,ORD,CDG,41.9742,-87.9073,49.0097,2.5479,Economy,11094.0,847,,98.0,611.26,363,Yes,
FL8929,2023-05-23 - 00:56:01,Delta,LAX,CDG,33.9425,-118.4081,49.0097,2.5479,Business,8583.0,507,219.0,2.0,225.31,361,Yes,
FL9988,2023-02-17 - 01:01:38,Emirates,LAX,ORD,33.9425,-118.4081,41.9742,-87.9073,Economy,3248.0,234,270.0,0.0,176.81,403,Yes,
FL4114,2023-12-01 - 11:01:10,Delta,FRA,DXB,50.0379,8.5622,25.2532,55.3657,Economy,8558.0,81,707.0,148.0,132.52,347,No,
FL6109,2024-01-24 - 11:34:47,British Airways,FRA,LAX,50.0379,8.5622,33.9425,-118.4081,Economy,11494.0,109,679.0,33.0,355.15,158,Yes,
FL9589,2024-04-28 - 04:12:08,Air France,LAX,SIN,33.9425,-118.4081,1.3644,103.9915,Business,552.0,111,90.0,0.0,245.84,88,No,
FL8737,2024-03-29 - 10:21:56,United,JFK,LAX,40.6413,-73.7781,33.9425,-118.4081,Economy,2676.0,392,841.0,0.0,105.82,134,Yes,
FL9890,2023-06-01 - 18:01:24,United,NRT,SYD,35.772,140.3929,-33.9399,151.1753,Economy,2801.0,284,329.0,0.0,1244.74,336,Yes,
FL5312,2023-02-24 - 07:50:39,American,LHR,NRT,51.47,-0.4543,35.772,140.3929,Business,14601.0,452,,1.0,1635.7,266,Yes,
FL2538,2023-12-29 - 23:43:11,British Airways,SYD,CDG,-33.9399,151.1753,49.0097,2.5479,Economy,13513.0,408,746.0,0.0,2043.02,95,No,
FL6788,2023-11-03 - 12:53:13,Emirates,CDG,JFK,49.0097,2.5479,40.6413,-73.7781,Economy,2569.0,321,381.0,38.0,184.17,298,Yes,
FL6817,2023-08-15 - 02:36:53,Lufthansa,JFK,CDG,40.6413,-73.7781,49.0097,2.5479,Business,9682.0,476,249.0,28.0,280.26,202,Yes,
