order_id,order_date,customer_country,product_category,product_name,quantity,unit_price,discount_pct,payment_method,order_status,customer_age,customer_lat,customer_lon,review_score,shipping_days,revenue
ORD-100381,2022-10-06 07:34:22.975316,Australia,Beauty,Product_156,3,23.43,5,PayPal,Returned,18,-33.5156,173.4758,3.0,9.0,66.78
ORD-100382,2022-10-07 01:06:17.051367,UK,Home & Garden,Product_47,3,28.68,20,Credit Card,Delivered,74,30.6468,72.7033,,7.0,68.83
ORD-100383,2022-10-07 18:38:11.127418,Mexico,Sports,Product_167,7,80.52,15,Gift Card,Delivered,22,-25.9218,-1.3962,2.0,13.0,479.09
ORD-100384,2022-10-08 12:10:05.203468,Canada,Toys,Product_198,6,34.49,0,Credit Card,Delivered,52,-57.4946,-24.8686,5.0,,206.94
ORD-100385,2022-10-09 05:41:59.279519,Mexico,Beauty,Product_148,9,9.49,20,Crypto,Delivered,53,34.3932,163.5713,4.0,1.0,68.33
ORD-100386,2022-10-09 23:13:53.355570,Brazil,Food,Product_124,6,7.54,5,Bank Transfer,Delivered,18,27.0471,-105.9391,5.0,18.0,42.98
ORD-100387,2022-10-10 16:45:47.431621,Mexico,Toys,Product_1,5,5.54,5,Bank Transfer,Delivered,31,-4.5407,-67.794,4.0,7.0,26.32
ORD-100388,2022-10-11 10:17:41.507671,Brazil,Electronics,Product_87,7,189.94,25,Gift Card,Delivered,26,10.9676,-69.1946,,,997.18
ORD-100389,2022-10-12 03:49:35.583722,Canada,Home & Garden,Product_128,1,87.27,20,Credit Card,Delivered,47,67.8678,-75.9577,,19.0,69.82
ORD-100390,2022-10-12 21:21:29.659773,Japan,Clothing,Product_191,7,29.14,15,Credit Card,Delivered,41,20.352,-11.3263,5.0,8.0,173.38
ORD-100391,2022-10-13 14:53:23.735823,Brazil,Toys,Product_67,3,19.21,10,Crypto,Cancelled,21,28.8143,176.1045,3.0,12.0,51.87
ORD-100392,2022-10-14 08:25:17.811874,USA,Beauty,Product_4,9,16.63,0,Bank Transfer,Shipped,67,-51.372,139.9632,4.0,11.0,149.67
ORD-100393,2022-10-15 01:57:11.887925,Mexico,Electronics,Product_186,6,122.96,25,Credit Card,Delivered,31,-37.5907,-61.9382,4.0,9.0,553.32
ORD-100394,2022-10-15 19:29:05.963975,Mexico,Books,Product_153,9,325.49,0,Gift Card,Shipped,42,-19.3714,-27.7668,4.0,4.0,2929.41
ORD-100395,2022-10-16 13:01:00.040026,USA,Electronics,Product_47,5,16.02,0,Bank Transfer,Shipped,21,12.8162,61.0131,4.0,7.0,80.1
ORD-100396,2022-10-17 06:32:54.116077,Germany,Electronics,Product_38,7,129.81,10,Crypto,Returned,42,44.8398,-173.8254,4.0,17.0,817.8
ORD-100397,2022-10-18 00:04:48.192128,India,Home & Garden,Product_143,4,34.25,25,Gift Card,Delivered,27,-16.6325,115.2553,4.0,11.0,102.75
ORD-100398,2022-10-18 17:36:42.268178,Japan,Clothing,Product_191,7,25.66,0,PayPal,Delivered,52,-11.8884,136.7273,3.0,2.0,179.62
ORD-100399,2022-10-19 11:08:36.344229,Australia,Books,Product_21,1,201.35,20,Crypto,Cancelled,72,-25.4196,128.5921,4.0,18.0,161.08
ORD-100400,2022-10-20 04:40:30.420280,,Sports,Product_57,7,32.71,5,Gift Card,Cancelled,24,-25.6277,-44.9804,3.0,12.0,217.52
ORD-100401,2022-10-20 22:12:24.496330,USA,,Product_117,8,47.26,20,Credit Card,Shipped,59,68.0966,-13.6802,3.0,9.0,302.46
ORD-100402,2022-10-21 15:44:18.572381,Canada,Toys,Product_181,5,44.61,25,PayPal,Processing,30,25.7867,-175.5402,5.0,11.0,167.29
ORD-100403,2022-10-22 09:16:12.648432,Brazil,Electronics,Product_46,2,4.71,0,Crypto,Delivered,21,-38.9533,-36.2177,,5.0,9.42
ORD-100404,2022-10-23 02:48:06.724482,India,Food,Product_142,5,46.81,20,Credit Card,Delivered,67,37.5036,-14.2463,,7.0,187.24
ORD-100405,2022-10-23 20:20:00.800533,Canada,Home & Garden,Product_145,6,16.86,20,PayPal,Delivered,60,37.4729,146.5107,4.0,1.0,80.93
ORD-100406,2022-10-24 13:51:54.876584,UK,Food,Product_39,2,6.02,0,Bank Transfer,Delivered,74,29.9735,141.8356,4.0,5.0,12.04
ORD-100407,2022-10-25 07:23:48.952635,Mexico,Home & Garden,Product_137,6,17.8,15,Credit Card,Processing,53,-41.8127,167.7949,5.0,6.0,90.78
ORD-100408,2022-10-26 00:55:43.028685,UK,Sports,Product_99,6,17.63,25,Gift Card,Delivered,73,-4.9211,138.6378,4.0,13.0,79.34
ORD-100409,2022-10-26 18:27:37.104736,Brazil,Toys,Product_77,1,113.96,0,Crypto,Delivered,31,-45.5879,-177.0477,3.0,11.0,113.96
ORD-100410,2022-10-27 11:59:31.180787,India,Toys,Product_115,1,9.24,25,PayPal,Cancelled,35,50.2438,50.9259,5.0,8.0,6.93
ORD-100411,2022-10-28 05:31:25.256837,Japan,Toys,Product_134,3,12.84,0,Credit Card,Delivered,25,28.4482,-155.4344,,2.0,38.52
ORD-100412,2022-10-28 23:03:19.332888,Brazil,Books,Product_151,3,43.92,0,Bank Transfer,Returned,49,8.4725,-81.8661,1.0,,131.76
ORD-100413,2022-10-29 16:35:13.408939,USA,Clothing,Product_187,4,6.75,0,Crypto,Returned,44,-13.6929,28.1907,,10.0,27.0
ORD-100414,2022-10-30 10:07:07.484989,France,Books,Product_91,2,15.02,10,Crypto,Delivered,59,-35.1263,72.221,,8.0,27.04
ORD-100415,2022-10-31 03:39:01.561040,Brazil,Beauty,Product_98,9,4.49,10,Credit Card,Delivered,54,-45.6296,55.6675,3.0,,36.37
ORD-100416,2022-10-31 21:10:55.637091,Mexico,Beauty,Product_120,7,99.88,20,Bank Transfer,Delivered,40,70.8475,-162.339,,15.0,559.33
ORD-100417,2022-11-01 14:42:49.713142,Mexico,Food,Product_46,7,23.07,20,PayPal,Delivered,24,-33.0474,-142.7026,4.0,6.0,129.19
ORD-100418,2022-11-02 08:14:43.789192,Brazil,,Product_38,6,32.49,5,Credit Card,Delivered,29,-51.9169,-133.7087,3.0,5.0,185.19
ORD-100419,2022-11-03 01:46:37.865243,Canada,Sports,Product_142,3,99.41,0,PayPal,Delivered,42,69.825,-147.0908,5.0,3.0,298.23
ORD-100420,2022-11-03 19:18:31.941294,France,Clothing,Product_100,6,13.92,25,Crypto,Returned,20,14.1085,-115.8356,4.0,11.0,62.64
ORD-100421,2022-11-04 12:50:26.017344,USA,Home & Garden,Product_72,8,22.77,5,PayPal,Delivered,43,47.5487,67.8556,4.0,11.0,173.05
ORD-100422,2022-11-05 06:22:20.093395,Brazil,Beauty,Product_190,8,9.32,0,Bank Transfer,Shipped,21,-54.0916,119.1014,,16.0,74.56
ORD-100423,2022-11-05 23:54:14.169446,Canada,,Product_35,9,9.3,0,Gift Card,Delivered,59,16.5377,-32.827,,3.0,83.7
ORD-100424,2022-11-06 17:26:08.245497,Mexico,Electronics,Product_147,1,10.97,10,Bank Transfer,Delivered,53,-6.2417,69.4013,4.0,9.0,9.87
ORD-100425,2022-11-07 10:58:02.321547,Mexico,Sports,Product_30,1,18.34,20,PayPal,Cancelled,32,44.2152,-107.9941,4.0,3.0,14.67
ORD-100426,2022-11-08 04:29:56.397598,India,Home & Garden,Product_78,3,20.87,10,Credit Card,Delivered,49,-54.8125,170.3809,,19.0,56.35
ORD-100427,2022-11-08 22:01:50.473649,Brazil,Food,Product_84,3,46.82,0,Crypto,Delivered,46,-5.7718,-54.0009,4.0,,140.46
ORD-100428,2022-11-09 15:33:44.549699,France,Books,Product_113,8,11.37,5,Gift Card,Shipped,27,47.8749,124.5121,1.0,14.0,86.41
ORD-100429,2022-11-10 09:05:38.625750,Germany,Home & Garden,Product_25,1,48.6,5,Credit Card,Shipped,38,10.5641,160.3319,3.0,,46.17
ORD-100430,2022-11-11 02:37:32.701801,France,Electronics,Product_168,2,59.26,0,Credit Card,Shipped,71,14.2552,131.297,,7.0,118.52
ORD-100431,2022-11-11 20:09:26.777851,Mexico,,Product_88,2,18.89,20,Bank Transfer,Delivered,33,-46.8828,-155.8556,5.0,10.0,30.22
ORD-100432,2022-11-12 13:41:20.853902,Mexico,Food,Product_14,3,12.61,20,PayPal,Delivered,64,-42.1354,54.1106,1.0,10.0,30.26
ORD-100433,2022-11-13 07:13:14.929953,UK,Beauty,Product_154,6,36.67,25,Bank Transfer,Returned,36,31.3949,-136.7673,,1.0,165.02
ORD-100434,2022-11-14 00:45:09.006004,Mexico,Home & Garden,Product_102,1,25.96,20,PayPal,Cancelled,46,31.1313,-177.9613,,6.0,20.77
ORD-100435,2022-11-14 18:17:03.082054,USA,Home & Garden,Product_150,2,43.14,0,Bank Transfer,Delivered,69,72.179,-161.358,4.0,14.0,86.28
ORD-100436,2022-11-15 11:48:57.158105,Australia,Electronics,Product_176,1,217.86,5,Credit Card,Processing,68,36.1137,149.8137,4.0,2.0,206.97
ORD-100437,2022-11-16 05:20:51.234156,Brazil,Books,Product_83,5,35.96,0,Crypto,Delivered,35,6.5879,147.0469,2.0,6.0,179.8
ORD-100438,2022-11-16 22:52:45.310206,France,,Product_110,7,15.38,5,PayPal,Delivered,61,55.7393,-98.7032,5.0,1.0,102.28
ORD-100439,2022-11-17 16:24:39.386257,Australia,Toys,Product_179,8,11.37,10,Gift Card,Delivered,74,-45.8961,16.942,2.0,3.0,81.86
ORD-100440,2022-11-18 09:56:33.462308,Canada,Sports,Product_131,1,11.91,0,Gift Card,Delivered,33,0.6549,163.8102,5.0,4.0,11.91
ORD-100441,2022-11-19 03:28:27.538358,Germany,,Product_170,7,5.72,20,Credit Card,Delivered,18,-21.2403,-1.1858,,13.0,32.03
ORD-100442,2022-11-19 21:00:21.614409,USA,Sports,Product_19,5,101.42,25,Bank Transfer,Delivered,65,-45.8739,-38.312,4.0,3.0,380.33
ORD-100443,2022-11-20 14:32:15.690460,France,Electronics,Product_28,1,2.27,25,Bank Transfer,Delivered,19,43.0728,-6.0305,3.0,15.0,1.7
ORD-100444,2022-11-21 08:04:09.766511,Australia,Electronics,Product_173,3,59.49,25,Credit Card,Processing,73,8.9569,104.4777,4.0,13.0,133.85
ORD-100445,2022-11-22 01:36:03.842561,Germany,Food,Product_71,7,11.69,15,Gift Card,Shipped,32,15.1638,-8.1801,4.0,11.0,69.56
ORD-100446,2022-11-22 19:07:57.918612,UK,Home & Garden,Product_63,1,17.91,0,Gift Card,Shipped,56,-4.4805,101.98,4.0,4.0,17.91
ORD-100447,2022-11-23 12:39:51.994663,USA,Food,Product_73,7,11.27,0,Bank Transfer,Cancelled,45,2.1455,-24.5889,4.0,17.0,78.89
ORD-100448,2022-11-24 06:11:46.070713,,Home & Garden,Product_124,5,187.74,10,PayPal,Delivered,18,-44.3377,-89.278,5.0,5.0,844.83
ORD-100449,2022-11-24 23:43:40.146764,UK,Toys,Product_119,1,33.77,20,Crypto,Delivered,22,30.8439,-62.4698,4.0,8.0,27.02
ORD-100450,2022-11-25 17:15:34.222815,Brazil,Toys,Product_121,1,85.49,10,PayPal,Processing,59,-1.6196,-151.9836,5.0,10.0,76.94
ORD-100451,2022-11-26 10:47:28.298865,UK,Beauty,Product_19,1,157.69,10,Gift Card,Delivered,39,50.2636,-0.9428,5.0,7.0,141.92
ORD-100452,2022-11-27 04:19:22.374916,,Home & Garden,Product_175,9,40.29,20,PayPal,Delivered,70,-33.5012,-126.6801,3.0,17.0,290.09
ORD-100453,2022-11-27 21:51:16.450967,USA,Books,Product_142,3,7.89,10,Crypto,Delivered,53,-32.3176,112.1569,,7.0,21.3
ORD-100454,2022-11-28 15:23:10.527018,Australia,Sports,Product_120,5,25.41,25,PayPal,Cancelled,63,27.1775,-28.5874,3.0,,95.29
ORD-100455,2022-11-29 08:55:04.603068,Mexico,Home & Garden,Product_166,9,13.59,0,PayPal,Delivered,30,54.2105,95.4008,,9.0,122.31
ORD-100456,2022-11-30 02:26:58.679119,Germany,Clothing,Product_181,6,18.1,0,PayPal,Cancelled,18,3.7467,163.6058,2.0,,108.6
ORD-100457,2022-11-30 19:58:52.755170,UK,Beauty,Product_61,9,29.56,15,PayPal,Delivered,33,38.1388,125.8121,4.0,19.0,226.13
ORD-100458,2022-12-01 13:30:46.831220,Germany,Clothing,Product_164,8,28.19,10,Credit Card,Shipped,72,74.9095,162.5269,5.0,6.0,202.97
ORD-100459,2022-12-02 07:02:40.907271,,Electronics,Product_168,8,54.3,10,Gift Card,Processing,58,73.6859,24.4571,3.0,10.0,390.96
ORD-100460,2022-12-03 00:34:34.983322,Canada,Toys,Product_30,1,64.64,5,Crypto,Shipped,39,40.4855,-120.4832,5.0,13.0,61.41
ORD-100461,2022-12-03 18:06:29.059372,USA,Sports,Product_9,9,28.19,0,Gift Card,Delivered,49,39.8442,156.7425,4.0,2.0,253.71
ORD-100462,2022-12-04 11:38:23.135423,Mexico,Home & Garden,Product_64,6,53.74,0,Credit Card,Delivered,33,-26.5715,132.6616,4.0,10.0,322.44
ORD-100463,2022-12-05 05:10:17.211474,Australia,Clothing,Product_161,9,17.13,0,Credit Card,Processing,68,52.5279,131.1887,4.0,10.0,154.17
ORD-100464,2022-12-05 22:42:11.287525,Mexico,Sports,Product_120,3,160.41,0,Credit Card,Delivered,32,-5.3112,69.5788,5.0,5.0,481.23
ORD-100465,2022-12-06 16:14:05.363575,Mexico,Electronics,Product_52,3,16.8,20,Credit Card,Delivered,63,69.8692,44.9699,3.0,4.0,40.32
ORD-100466,2022-12-07 09:45:59.439626,Mexico,Toys,Product_89,6,139.3,20,PayPal,Delivered,69,-49.0073,-174.6994,5.0,2.0,668.64
ORD-100467,2022-12-08 03:17:53.515677,Germany,Books,Product_142,9,5.63,20,Gift Card,Cancelled,59,-1.1616,89.2995,,7.0,40.54
ORD-100468,2022-12-08 20:49:47.591727,UK,Beauty,Product_53,7,20.98,15,Bank Transfer,Delivered,70,15.0385,-147.0474,5.0,18.0,124.83
ORD-100469,2022-12-09 14:21:41.667778,Japan,Sports,Product_187,3,22.26,25,Crypto,Shipped,29,-5.3039,-86.4897,5.0,17.0,50.08
ORD-100470,2022-12-10 07:53:35.743829,,Sports,Product_78,3,46.28,0,Credit Card,Delivered,18,-31.5718,18.5365,4.0,11.0,138.84
ORD-100471,2022-12-11 01:25:29.819879,France,Books,Product_41,2,93.15,15,Gift Card,Delivered,70,20.0534,-17.3763,5.0,18.0,158.36
ORD-100472,2022-12-11 18:57:23.895930,Mexico,Sports,Product_196,9,7.39,10,Credit Card,Shipped,34,42.0489,-174.3212,,8.0,59.86
ORD-100473,2022-12-12 12:29:17.971981,Brazil,Electronics,Product_68,3,8.76,20,Credit Card,Delivered,58,27.0532,116.6346,5.0,12.0,21.02
ORD-100474,2022-12-13 06:01:12.048032,Germany,Electronics,Product_8,5,6.16,10,Credit Card,Delivered,72,-28.3494,136.3683,,1.0,27.72
ORD-100475,2022-12-13 23:33:06.124082,Australia,Books,Product_2,9,161.45,20,Credit Card,Processing,68,38.7671,65.4743,,12.0,1162.44
ORD-100476,2022-12-14 17:05:00.200133,France,Beauty,Product_105,8,47.33,0,Credit Card,Processing,74,-25.3188,14.7844,4.0,6.0,378.64
ORD-100477,2022-12-15 10:36:54.276184,Japan,Home & Garden,Product_125,2,9.01,15,Crypto,Delivered,67,-36.3477,165.8656,4.0,3.0,15.32
ORD-100478,2022-12-16 04:08:48.352234,Brazil,Clothing,Product_110,3,19.46,15,Gift Card,Cancelled,45,33.2402,-136.8158,4.0,5.0,49.62
ORD-100479,2022-12-16 21:40:42.428285,Japan,Home & Garden,Product_86,2,136.74,25,Credit Card,Shipped,24,53.7763,85.6476,2.0,14.0,205.11
ORD-100480,2022-12-17 15:12:36.504336,France,Sports,Product_169,8,23.72,0,Credit Card,Cancelled,26,5.0078,-133.7902,4.0,12.0,189.76
ORD-100481,2022-12-18 08:44:30.580386,Mexico,Clothing,Product_120,6,22.1,5,Credit Card,Delivered,39,11.7379,-42.5359,3.0,13.0,125.97
ORD-100482,2022-12-19 02:16:24.656437,Brazil,Food,Product_127,6,12.97,0,Credit Card,Delivered,43,-19.1291,30.7744,,13.0,77.82
ORD-100483,2022-12-19 19:48:18.732488,Japan,Books,Product_183,9,9.68,0,PayPal,Cancelled,70,6.7734,85.3516,4.0,17.0,87.12
ORD-100484,2022-12-20 13:20:12.808539,Australia,Books,Product_16,8,137.0,15,PayPal,Cancelled,29,-42.1823,-178.6622,5.0,15.0,931.6
ORD-100485,2022-12-21 06:52:06.884589,UK,Beauty,Product_62,4,246.83,0,Bank Transfer,Delivered,24,69.0372,-86.1848,4.0,6.0,987.32
ORD-100486,2022-12-22 00:24:00.960640,USA,Clothing,Product_113,4,10.15,0,Credit Card,Delivered,63,48.0487,13.7521,,12.0,40.6
ORD-100487,2022-12-22 17:55:55.036691,,Electronics,Product_176,9,178.74,5,Bank Transfer,Delivered,64,30.1764,11.8345,,2.0,1528.23
ORD-100488,2022-12-23 11:27:49.112741,France,Clothing,Product_158,1,18.45,25,Crypto,Delivered,32,12.6562,49.5455,4.0,4.0,13.84
ORD-100489,2022-12-24 04:59:43.188792,Germany,Sports,Product_12,2,62.83,15,Bank Transfer,Delivered,55,46.9428,-70.6127,5.0,12.0,106.81
ORD-100490,2022-12-24 22:31:37.264843,USA,Electronics,Product_35,2,179.87,15,Gift Card,Delivered,38,6.7922,14.5905,5.0,3.0,305.78
ORD-100491,2022-12-25 16:03:31.340893,Canada,Toys,Product_11,6,27.82,0,PayPal,Cancelled,31,-19.5035,-111.6768,3.0,17.0,166.92
ORD-100492,2022-12-26 09:35:25.416944,Australia,Toys,Product_64,4,22.34,25,PayPal,Delivered,19,-38.3495,-112.726,4.0,6.0,67.02
ORD-100493,2022-12-27 03:07:19.492995,Canada,Food,Product_50,3,86.6,25,Credit Card,Shipped,25,27.4241,27.563,5.0,17.0,194.85
ORD-100494,2022-12-27 20:39:13.569046,,Toys,Product_149,3,8.74,20,Credit Card,Delivered,62,65.4725,66.7701,3.0,17.0,20.98
ORD-100495,2022-12-28 14:11:07.645096,USA,Books,Product_69,3,131.17,5,Crypto,Delivered,72,-39.2615,-136.656,,11.0,373.83
ORD-100496,2022-12-29 07:43:01.721147,Canada,Clothing,Product_48,6,39.31,0,Crypto,Delivered,23,-35.6976,-135.7956,4.0,7.0,235.86
ORD-100497,2022-12-30 01:14:55.797198,Canada,Toys,Product_20,8,16.56,10,Gift Card,Delivered,54,-1.4632,23.509,2.0,,119.23
ORD-100498,2022-12-30 18:46:49.873248,Japan,Home & Garden,Product_101,7,16.04,0,Credit Card,Processing,54,48.9314,-82.7655,,19.0,112.28
ORD-100499,2022-12-31 12:18:43.949299,UK,Beauty,Product_195,4,6.3,25,Credit Card,Cancelled,74,-20.3204,-38.7363,,,18.9
ORD-100500,2023-01-01 05:50:38.025350,Japan,Home & Garden,Product_172,4,17.4,0,Crypto,Delivered,50,-25.7218,-35.7306,,13.0,69.6
ORD-100501,2023-01-01 23:22:32.101400,USA,Toys,Product_161,2,24.12,15,Crypto,Delivered,58,23.6954,-115.721,2.0,,41.0
ORD-100502,2023-01-02 16:54:26.177451,USA,Food,Product_189,1,9.27,10,Crypto,Delivered,23,12.308,-179.5267,4.0,,8.34
ORD-100503,2023-01-03 10:26:20.253502,France,Beauty,Product_137,9,31.36,0,PayPal,Cancelled,69,-51.8703,127.1347,1.0,11.0,282.24
ORD-100504,2023-01-04 03:58:14.329553,Japan,Sports,Product_68,2,58.41,5,Bank Transfer,Processing,43,-48.9989,77.4007,4.0,9.0,110.98
ORD-100505,2023-01-04 21:30:08.405603,India,Home & Garden,Product_35,8,25.63,25,Bank Transfer,Delivered,56,26.8068,68.5939,2.0,9.0,153.78
ORD-100506,2023-01-05 15:02:02.481654,UK,Food,Product_65,9,73.35,0,Credit Card,Shipped,58,2.7917,16.7418,4.0,14.0,660.15
ORD-100507,2023-01-06 08:33:56.557705,USA,Clothing,Product_8,4,12.57,25,PayPal,Processing,54,71.0819,72.3491,,13.0,37.71
ORD-100508,2023-01-07 02:05:50.633755,France,Clothing,Product_45,8,110.39,0,Crypto,Delivered,31,31.6017,156.8478,4.0,11.0,883.12
ORD-100509,2023-01-07 19:37:44.709806,Japan,Home & Garden,Product_87,9,38.33,25,Credit Card,Delivered,54,-58.6401,59.6425,4.0,12.0,258.73
ORD-100510,2023-01-08 13:09:38.785857,,Toys,Product_175,5,211.52,25,PayPal,Cancelled,25,4.9375,-84.5671,2.0,3.0,793.2
ORD-100511,2023-01-09 06:41:32.861907,Japan,Food,Product_168,7,600.08,25,Gift Card,Shipped,56,-4.0495,25.4016,4.0,1.0,3150.42
ORD-100512,2023-01-10 00:13:26.937958,Canada,Clothing,Product_76,4,18.83,15,PayPal,Delivered,30,-45.5936,-20.7632,3.0,8.0,64.02
ORD-100513,2023-01-10 17:45:21.014009,France,Sports,Product_182,1,19.79,15,Credit Card,Delivered,30,64.6332,20.3109,2.0,19.0,16.82
ORD-100514,2023-01-11 11:17:15.090060,UK,Electronics,Product_76,3,24.64,10,Bank Transfer,Delivered,57,48.6765,6.3398,,13.0,66.53
ORD-100515,2023-01-12 04:49:09.166110,Mexico,Toys,Product_174,5,67.68,10,Crypto,Delivered,60,-28.9384,129.1591,5.0,7.0,304.56
ORD-100516,2023-01-12 22:21:03.242161,Brazil,Food,Product_47,3,162.58,0,Gift Card,Shipped,45,-25.4426,54.648,,13.0,487.74
ORD-100517,2023-01-13 15:52:57.318212,Brazil,Sports,Product_15,7,15.13,5,PayPal,Delivered,35,-55.6776,-112.0469,1.0,6.0,100.61
ORD-100518,2023-01-14 09:24:51.394262,UK,Food,Product_105,9,52.33,0,Credit Card,Shipped,74,-19.9431,-157.314,5.0,3.0,470.97
ORD-100519,2023-01-15 02:56:45.470313,Japan,Beauty,Product_147,6,28.13,20,Credit Card,Cancelled,36,18.924,-27.229,2.0,6.0,135.02
ORD-100520,2023-01-15 20:28:39.546364,France,Sports,Product_26,1,69.53,5,Crypto,Delivered,55,-3.1861,-174.3802,5.0,3.0,66.05
ORD-100521,2023-01-16 14:00:33.622414,Brazil,Toys,Product_52,7,202.62,5,Credit Card,Delivered,49,70.8495,-65.4129,4.0,13.0,1347.42
ORD-100522,2023-01-17 07:32:27.698465,France,,Product_93,3,24.82,5,Credit Card,Delivered,39,-52.4292,-47.5123,4.0,13.0,70.74
ORD-100523,2023-01-18 01:04:21.774516,Brazil,Toys,Product_150,5,4.46,20,Crypto,Shipped,19,19.8431,-44.788,4.0,13.0,17.84
ORD-100524,2023-01-18 18:36:15.850567,Canada,Clothing,Product_21,4,80.86,0,Gift Card,Delivered,30,55.8718,172.566,5.0,1.0,323.44
ORD-100525,2023-01-19 12:08:09.926617,Japan,Electronics,Product_51,5,12.19,20,Bank Transfer,Shipped,40,4.9,-70.5957,5.0,8.0,48.76
ORD-100526,2023-01-20 05:40:04.002668,Canada,Toys,Product_38,5,27.89,0,Bank Transfer,Cancelled,42,-59.6,-84.5181,4.0,5.0,139.45
ORD-100527,2023-01-20 23:11:58.078719,Brazil,Toys,Product_20,6,85.15,20,PayPal,Delivered,45,-27.2218,-133.4229,5.0,17.0,408.72
ORD-100528,2023-01-21 16:43:52.154769,Mexico,Clothing,Product_157,6,47.32,0,Gift Card,Cancelled,28,-16.2912,3.9632,4.0,9.0,283.92
ORD-100529,2023-01-22 10:15:46.230820,Mexico,Books,Product_179,8,29.31,25,PayPal,Returned,50,70.4093,-124.6772,5.0,13.0,175.86
ORD-100530,2023-01-23 03:47:40.306871,Canada,Clothing,Product_132,8,16.59,5,Bank Transfer,Delivered,41,63.0894,41.8661,5.0,13.0,126.08
ORD-100531,2023-01-23 21:19:34.382921,Mexico,Beauty,Product_55,9,1.02,25,Crypto,Delivered,19,68.138,-124.1425,1.0,5.0,6.88
ORD-100532,2023-01-24 14:51:28.458972,,Clothing,Product_199,8,76.55,0,Credit Card,Returned,47,51.4774,27.6024,,14.0,612.4
ORD-100533,2023-01-25 08:23:22.535023,UK,Clothing,Product_92,2,24.45,20,Bank Transfer,Returned,34,-12.5276,117.4569,5.0,11.0,39.12
ORD-100534,2023-01-26 01:55:16.611074,Canada,Electronics,Product_28,1,203.57,0,Gift Card,Delivered,57,62.2933,-164.6911,5.0,14.0,203.57
ORD-100535,2023-01-26 19:27:10.687124,Germany,Clothing,Product_4,2,53.39,20,Bank Transfer,Delivered,51,72.5274,-28.8911,,7.0,85.42
ORD-100536,2023-01-27 12:59:04.763175,Japan,Food,Product_150,2,17.3,25,Gift Card,Delivered,55,-12.7404,-14.0224,3.0,17.0,25.95
ORD-100537,2023-01-28 06:30:58.839226,Mexico,Toys,Product_76,3,119.13,15,Gift Card,Returned,39,-24.8249,104.786,5.0,4.0,303.78
ORD-100538,2023-01-29 00:02:52.915276,Mexico,Food,Product_173,7,131.81,0,Gift Card,Delivered,22,13.8337,-11.5504,,10.0,922.67
ORD-100539,2023-01-29 17:34:46.991327,USA,Electronics,Product_67,2,25.46,5,PayPal,Delivered,65,-34.7345,24.3129,,10.0,48.37
ORD-100540,2023-01-30 11:06:41.067378,India,Home & Garden,Product_86,1,138.71,0,Crypto,Processing,57,-55.5957,104.8335,3.0,15.0,138.71
ORD-100541,2023-01-31 04:38:35.143428,,Books,Product_194,6,17.01,5,Bank Transfer,Delivered,68,67.6872,21.5131,,12.0,96.96
ORD-100542,2023-01-31 22:10:29.219479,Australia,Food,Product_162,9,40.11,0,Crypto,Shipped,33,64.975,-51.0122,3.0,9.0,360.99
ORD-100543,2023-02-01 15:42:23.295530,Mexico,Electronics,Product_91,3,65.74,0,Credit Card,Delivered,30,-38.0417,-149.0968,3.0,3.0,197.22
ORD-100544,2023-02-02 09:14:17.371581,Japan,Beauty,Product_183,6,84.92,15,Bank Transfer,Cancelled,43,-4.9551,82.7696,3.0,15.0,433.09
ORD-100545,2023-02-03 02:46:11.447631,Germany,Home & Garden,Product_105,3,69.81,25,Crypto,Delivered,48,52.1899,133.6097,5.0,,157.07
ORD-100546,2023-02-03 20:18:05.523682,Mexico,Electronics,Product_1,1,22.22,15,Crypto,Shipped,69,29.235,169.2232,5.0,15.0,18.89
ORD-100547,2023-02-04 13:49:59.599733,Germany,Electronics,Product_72,5,123.03,0,Credit Card,Shipped,56,-6.7037,153.576,5.0,1.0,615.15
ORD-100548,2023-02-05 07:21:53.675783,Brazil,Books,Product_87,4,28.52,15,Gift Card,Delivered,65,40.4631,107.0704,4.0,15.0,96.97
ORD-100549,2023-02-06 00:53:47.751834,Brazil,Toys,Product_166,7,16.73,10,Bank Transfer,Delivered,40,61.1014,51.6499,5.0,11.0,105.4
ORD-100550,2023-02-06 18:25:41.827885,India,Food,Product_6,6,17.03,0,Bank Transfer,Delivered,65,65.0314,101.3257,5.0,5.0,102.18
ORD-100551,2023-02-07 11:57:35.903935,UK,Beauty,Product_153,7,339.67,25,Credit Card,Delivered,29,-8.8553,-24.4499,5.0,7.0,1783.27
ORD-100552,2023-02-08 05:29:29.979986,Australia,Sports,Product_145,5,13.59,25,Gift Card,Processing,31,-36.5693,34.1194,5.0,12.0,50.96
ORD-100553,2023-02-08 23:01:24.056037,USA,Food,Product_61,4,156.02,0,Bank Transfer,Processing,73,63.2332,-54.4681,4.0,6.0,624.08
ORD-100554,2023-02-09 16:33:18.132088,India,Sports,Product_12,7,8.48,25,Bank Transfer,Delivered,35,-47.505,-62.3847,4.0,3.0,44.52
ORD-100555,2023-02-10 10:05:12.208138,France,Electronics,Product_6,7,59.47,15,Bank Transfer,Shipped,44,37.4279,92.409,5.0,10.0,353.85
ORD-100556,2023-02-11 03:37:06.284189,USA,Clothing,Product_27,6,47.3,0,Gift Card,Shipped,45,-41.0329,-16.5842,,4.0,283.8
